#(i-0.5)*dx   BC[i]    q[i]    h[i]
0.0381	2		
0.1143	2		
0.1905	2		
0.2667	2		
0.3429	2		
0.4191	2		
0.4953	2		
0.5715	2		
0.6477	2		
0.7239	2		
0.8001	2		
0.8763	2		
0.9525	2		
1.0287	2		
1.1049	2		
1.1811	2		
1.2573	2		
1.3335	2		
1.4097	2		
1.4859	2		
1.5621	2		
1.6383	2		
1.7145	2		
1.7907	2		
1.8669	2		
1.9431	2		
2.0193	2		
2.0955	2		
2.1717	2		
2.2479	2		
2.3241	2		
2.4003	2		
2.4765	2		
2.5527	2		
2.6289	2		
2.7051	2		
2.7813	2		
2.8575	2		
2.9337	2		
3.0099	2		
3.0861	2		
3.1623	2		
3.2385	2		
3.3147	2		
3.3909	2		
3.4671	2		
3.5433	2		
3.6195	2		
3.6957	2		
3.7719	2		
3.8481	2		
3.9243	2		
4.0005	2		
4.0767	2		
4.1529	2		
4.2291	2		
4.3053	2		
4.3815	2		
4.4577	2		
4.5339	2		
4.6101	2		
4.6863	2		
4.7625	2		
4.8387	2		
4.9149	2		
4.9911	2		
5.0673	2		
5.1435	2		
5.2197	2		
5.2959	2		
5.3721	2		
5.4483	2		
5.5245	2		
5.6007	2		
5.6769	2		
5.7531	2		
5.8293	2		
5.9055	2		
5.9817	2		
6.0579	2		
6.1341	2		
6.2103	2		
6.2865	2		
6.3627	2		
6.4389	2		
6.5151	2		
6.5913	2		
6.6675	2		
6.7437	2		
6.8199	2		
6.8961	2		
6.9723	2		
7.0485	2		
7.1247	2		
7.2009	2		
7.2771	2		
7.3533	2		
7.4295	2		
7.5057	2		
7.5819	2		
7.6581	2		
7.7343	2		
7.8105	2		
7.8867	2		
7.9629	2		
8.0391	2		
8.1153	2		
8.1915	2		
8.2677	2		
8.3439	2		
8.4201	2		
8.4963	2		
8.5725	2		
8.6487	2		
8.7249	2		
8.8011	2		
8.8773	2		
8.9535	2		
9.0297	2		
9.1059	2		
9.1821	2		
9.2583	2		
9.3345	2		
9.4107	2		
9.4869	2		
9.5631	2		
9.6393	2		
9.7155	2		
9.7917	2		
9.8679	2		
9.9441	2		
10.0203	2		
10.0965	2		
10.1727	2		
10.2489	2		
10.3251	2		
10.4013	2		
10.4775	2		
10.5537	2		
10.6299	2		
10.7061	2		
10.7823	2		
10.8585	2		
10.9347	2		
11.0109	2		
11.0871	2		
11.1633	2		
11.2395	2		
11.3157	2		
11.3919	2		
11.4681	2		
11.5443	2		
11.6205	2		
11.6967	2		
11.7729	2		
11.8491	2		
11.9253	2		
12.0015	2		
12.0777	2		
12.1539	2		
12.2301	2		
12.3063	2		
12.3825	2		
12.4587	2		
12.5349	2		
12.6111	2		
12.6873	2		
12.7635	2		
12.8397	2		
12.9159	2		
12.9921	2		
13.0683	2		
13.1445	2		
13.2207	2		
13.2969	2		
13.3731	2		
13.4493	2		
13.5255	2		
13.6017	2		
13.6779	2		
13.7541	2		
13.8303	2		
13.9065	2		
13.9827	2		
14.0589	2		
14.1351	2		
14.2113	2		
14.2875	2		
14.3637	2		
14.4399	2		
14.5161	2		
14.5923	2		
14.6685	2		
14.7447	2		
14.8209	2		
14.8971	2		
14.9733	2		
15.0495	2		
15.1257	2		
15.2019	2		
15.2781	2		
15.3543	2		
15.4305	2		
15.5067	2		
